,INCIDENT_DATE,AIRPORT_ID,AIRPORT,ATYPE,TYPE_ENG,SPECIES,DAMAGE,NUM_ENGS,TIME_OF_DAY,ENROUTE,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED
11359,2003-01-01,KSMO,SANTA MONICA MUNICIPAL,CL-600,Turbofan,Unknown bird - medium,,2.0,,,,900.0,150.0,,Climb,No Cloud,None,,1,Medium,
11360,2003-01-01,KSMF,SACRAMENTO INTL,DC-10-10,Turbofan,Unknown bird - medium,None,3.0,Night,,,2000.0,,4.0,Approach,,,,2 to 10,Medium,
11361,2002-12-31,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,C-421,Reciprocating,Hawks,None,2.0,Day,,,0.0,60.0,0.0,Landing Roll,Some Cloud,None,1,1,Medium,N
11362,2002-12-31,KSMF,SACRAMENTO INTL,CRJ100/200,Turbofan,Northern pintail,Substantial,2.0,Dawn,,,1700.0,200.0,,Climb,Some Cloud,None,11 to 100,1,Medium,N
11363,2002-12-31,KLAX,LOS ANGELES INTL,UNKNOWN,,Western meadowlark,,,,,,,,0.0,,,,,1,Small,
11364,2002-12-30,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Gulls,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11365,2002-12-30,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Climb,,,,2 to 10,Medium,
11366,2002-12-29,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,Dusk,,,2000.0,190.0,,Climb,Some Cloud,None,,1,Medium,N
11367,2002-12-28,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Ducks,None,2.0,Night,,,1000.0,135.0,,Approach,Overcast,Rain,2 to 10,1,Medium,N
11368,2002-12-28,KSMF,SACRAMENTO INTL,DC-10-10,Turbofan,Unknown bird - medium,,3.0,,,,,,,Approach,,,,1,Medium,
11369,2002-12-27,KSMF,SACRAMENTO INTL,DC-10,Turbofan,Unknown bird - medium,None,3.0,,,,,,,Approach,,,,2 to 10,Medium,
11370,2002-12-27,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11371,2002-12-24,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-500,Turbofan,Gulls,None,2.0,Day,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Medium,
11372,2002-12-24,KOAK,METRO OAKLAND INTL,A-300,Turbofan,Unknown bird - small,None,2.0,Night,,,1500.0,180.0,,Climb,,,1,1,Small,
11373,2002-12-24,KBUR,BOB HOPE ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,150.0,135.0,,Approach,No Cloud,None,2 to 10,1,Medium,N
11374,2002-12-24,KSAN,SAN DIEGO INTL,UNKNOWN,,Hawks,,,,,,,,0.0,,,,,1,Medium,
11375,2002-12-23,KSMF,SACRAMENTO INTL,B-737,Turbofan,Unknown bird - medium,Minor,2.0,Night,,,3500.0,240.0,,Climb,No Cloud,None,2 to 10,2 to 10,Medium,N
11376,2002-12-23,KSMF,SACRAMENTO INTL,B-767-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,10.0,160.0,,Climb,No Cloud,None,1,1,Medium,Y
11377,2002-12-23,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,140.0,,Climb,No Cloud,None,1,1,Small,N
11378,2002-12-23,KSMF,SACRAMENTO INTL,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,2 to 10,Medium,
11379,2002-12-23,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,500.0,140.0,,Approach,No Cloud,None,,2 to 10,Medium,N
11380,2002-12-20,KSBA,SANTA BARBARA MUNICIPAL,CRJ100/200,Turbofan,Gulls,None,2.0,Day,,,100.0,150.0,,Climb,Some Cloud,None,,1,Medium,Y
11381,2002-12-20,KSMF,SACRAMENTO INTL,C-208,Turboprop,Unknown bird - medium,Minor,1.0,Day,,,,,,Approach,,,,1,Medium,
11382,2002-12-18,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,5000.0,250.0,,Approach,No Cloud,None,,2 to 10,Medium,Y
11383,2002-12-18,KSFO,SAN FRANCISCO INTL ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11384,2002-12-18,KAPC,NAPA COUNTY ARPT,C-172,Reciprocating,Rock pigeon,Uncertain,1.0,Day,,,0.0,59.0,0.0,Landing Roll,Some Cloud,None,Over 100,11 to 100,Small,Y
11385,2002-12-17,KLAX,LOS ANGELES INTL,B-747-400,Turbofan,Unknown bird - medium,None,4.0,Dawn,,,1100.0,,,Approach,Some Cloud,None,1,1,Medium,
11386,2002-12-17,KONT,ONTARIO INTL ARPT,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,1,Medium,
11387,2002-12-17,KOAK,METRO OAKLAND INTL,B-737-500,Turbofan,Unknown bird - small,None,2.0,Day,,,200.0,155.0,,Climb,Overcast,None,2 to 10,1,Small,
11388,2002-12-16,KLAX,LOS ANGELES INTL,SAAB-340,Turboprop,Unknown bird - small,None,2.0,Day,,,100.0,90.0,,Approach,Overcast,,2 to 10,1,Small,N
11389,2002-12-16,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,BA-125-700,Turbofan,Unknown bird - medium,Uncertain,2.0,Day,,,15.0,120.0,,Climb,Some Cloud,Rain,,1,Medium,N
11390,2002-12-15,KSAN,SAN DIEGO INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
11391,2002-12-14,KLAX,LOS ANGELES INTL,B-757-200,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11392,2002-12-13,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11393,2002-12-13,KLAX,LOS ANGELES INTL,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,1,Medium,
11394,2002-12-13,KFAT,FRESNO YOSEMITE INTL,F-16C,,Unknown bird - medium,None,,Day,,,50.0,150.0,,Approach,Some Cloud,None,,1,Medium,
11395,2002-12-12,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11396,2002-12-12,KFAT,FRESNO YOSEMITE INTL,B-727-200,Turbofan,Unknown bird - medium,None,3.0,Day,,,130.0,,,Approach,,,,2 to 10,Medium,
11397,2002-12-10,KOAK,METRO OAKLAND INTL,UNKNOWN,,Pelagic cormorant,,,,,,,,0.0,,,,,1,Large,
11398,2002-12-10,KSMF,SACRAMENTO INTL,C-208,Turboprop,Northern shoveler,Minor,1.0,Night,,,3000.0,,,Descent,Some Cloud,Fog,,2 to 10,Medium,
11399,2002-12-09,KBUR,BOB HOPE ARPT,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,50.0,140.0,,Climb,Some Cloud,None,2 to 10,1,Small,Y
11400,2002-12-08,KUDD,BERMUDA DUNES ARPT,C-560,Turbofan,Unknown bird - medium,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,1,1,Medium,
11401,2002-12-08,KLAX,LOS ANGELES INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,130.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,Y
11402,2002-12-07,KLAX,LOS ANGELES INTL,SAAB-340,Turboprop,Western meadowlark,None,2.0,Day,,,0.0,,0.0,Take-off run,Some Cloud,None,,2 to 10,Small,
11403,2002-12-07,KLGB,LONG BEACH-DAUGH FLD,B-727-200,Turbofan,Unknown bird - small,None,3.0,Night,,,550.0,130.0,,Approach,Overcast,None,1,1,Small,
11404,2002-12-04,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,140.0,0.0,Take-off run,,,,1,Medium,
11405,2002-12-03,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Climb,,,,1,Medium,
11406,2002-12-03,KSFO,SAN FRANCISCO INTL ARPT,B-767-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,30.0,145.0,,Approach,No Cloud,None,1,1,Medium,N
11407,2002-12-02,KOAK,METRO OAKLAND INTL,A-319,Turbofan,Unknown bird - medium,Minor,2.0,,,,,,,Approach,,,,1,Medium,
11408,2002-12-02,KSMF,SACRAMENTO INTL,UNKNOWN,,Red-tailed hawk,,,,,,,,0.0,,,,,1,Medium,
11409,2002-12-01,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,Minor,2.0,,,,1500.0,,,Approach,,,,2 to 10,Medium,
11410,2002-12-01,KSMF,SACRAMENTO INTL,B-737-400,Turbofan,American wigeon,Uncertain,2.0,Night,,,,,,Climb,,,,1,Medium,
11411,2002-11-30,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
11412,2002-11-30,KSMF,SACRAMENTO INTL,B-727-200,Turbofan,Unknown bird - small,None,3.0,Dawn,,,,,,Approach,Overcast,Fog,,2 to 10,Small,
11413,2002-11-28,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,,,0.0,Approach,,,,2 to 10,Small,
11414,2002-11-26,KSMF,SACRAMENTO INTL,B-737-700,Turbofan,Canada goose,Minor,2.0,Night,,,4000.0,200.0,,Climb,Some Cloud,None,1,1,Large,Y
11415,2002-11-26,KSFO,SAN FRANCISCO INTL ARPT,EMB-145,Turbofan,Hawks,None,2.0,Day,,,1000.0,135.0,,Approach,No Cloud,None,1,1,Medium,N
11416,2002-11-26,KSAN,SAN DIEGO INTL,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,100.0,,,Approach,,,,1,Medium,
11417,2002-11-25,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-320,Turbofan,Killdeer,,2.0,Day,,,0.0,,0.0,Take-off run,Overcast,None,1,1,Small,N
11418,2002-11-24,KSMF,SACRAMENTO INTL,B-757-200,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,2 to 10,2 to 10,Medium,
11419,2002-11-24,KOAK,METRO OAKLAND INTL,UNKNOWN,,Gulls,,,,,,,,0.0,,,,,1,Medium,
11420,2002-11-24,KOAK,METRO OAKLAND INTL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
11421,2002-11-23,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11422,2002-11-23,KOAK,METRO OAKLAND INTL,B-757-200,Turbofan,Rock pigeon,None,2.0,Day,,,20.0,130.0,,Approach,Some Cloud,None,11 to 100,1,Small,N
11423,2002-11-22,KSFO,SAN FRANCISCO INTL ARPT,DC-10-10,Turbofan,Unknown bird - medium,None,3.0,Night,,,100.0,,,Approach,,,,1,Medium,
11424,2002-11-22,KOAK,METRO OAKLAND INTL,CRJ100/200,Turbofan,Rock pigeon,,2.0,Day,,,0.0,100.0,0.0,Landing Roll,Some Cloud,None,2 to 10,2 to 10,Small,Y
11425,2002-11-22,KSFO,SAN FRANCISCO INTL ARPT,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11426,2002-11-21,KSFO,SAN FRANCISCO INTL ARPT,B-777-200,Turbofan,Unknown bird - small,None,2.0,Day,,,100.0,165.0,,Climb,,,,1,Small,
11427,2002-11-20,KFAT,FRESNO YOSEMITE INTL,CRJ100/200,Turbofan,Gulls,None,2.0,Day,,,200.0,137.0,,Approach,No Cloud,None,2 to 10,1,Medium,N
11428,2002-11-20,KOAK,METRO OAKLAND INTL,UNKNOWN,,Rock pigeon,,,,,,,,0.0,,,,,1,Small,
11429,2002-11-20,KOAK,METRO OAKLAND INTL,DC-10-10,Turbofan,Gulls,None,3.0,Night,,,150.0,140.0,,Approach,,,,1,Medium,
11430,2002-11-18,KPOC,BRACKETT FIELD ARPT,C-172,Reciprocating,Unknown bird - medium,None,1.0,Day,,,2500.0,120.0,,Descent,No Cloud,None,2 to 10,1,Medium,Y
11431,2002-11-17,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,800.0,160.0,,Climb,Overcast,Fog,1,1,Medium,Y
11432,2002-11-17,KLAX,LOS ANGELES INTL,B-757-200,Turbofan,Unknown bird - medium,Substantial,2.0,Night,,,,,,Climb,No Cloud,None,,1,Medium,
11433,2002-11-16,KOAK,METRO OAKLAND INTL,DC-10-10,Turbofan,Unknown bird - medium,None,3.0,Day,,,10.0,160.0,,Climb,Some Cloud,None,2 to 10,1,Medium,Y
11434,2002-11-14,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Red-shouldered hawk,,,,,,,,0.0,,,,,1,Medium,
11435,2002-11-14,KLAX,LOS ANGELES INTL,B-767-400,Turbofan,Unknown bird - medium,None,2.0,Night,,,100.0,180.0,,Climb,No Cloud,None,1,2 to 10,Medium,N
11436,2002-11-13,KLAX,LOS ANGELES INTL,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Climb,,,,1,Medium,
11437,2002-11-13,KSFO,SAN FRANCISCO INTL ARPT,B-777-200,Turbofan,Unknown bird - medium,Minor,2.0,,,,,,,Approach,,,,1,Medium,
11438,2002-11-10,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,B-737-300,Turbofan,Gulls,None,2.0,Day,,,500.0,140.0,,Approach,Some Cloud,None,2 to 10,1,Medium,Y
11439,2002-11-08,KSAN,SAN DIEGO INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11440,2002-11-07,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11441,2002-11-06,KLAX,LOS ANGELES INTL,UNKNOWN,,Western grebe,,,,,,,,0.0,,,,,1,Medium,
11442,2002-11-06,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,150.0,160.0,,Climb,No Cloud,None,1,1,Medium,N
11443,2002-11-05,KSMF,SACRAMENTO INTL,B-737-200,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,120.0,0.0,Take-off run,,,,1,Medium,
11444,2002-11-05,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
11445,2002-11-05,KSFO,SAN FRANCISCO INTL ARPT,EMB-120,Turboprop,Falcons and Caracaras,None,2.0,Dawn,,,,,,Approach,Some Cloud,None,1,1,Small,Y
11446,2002-11-04,KSBA,SANTA BARBARA MUNICIPAL,UNKNOWN,,Unknown bird - small,,,,,,,,0.0,,,,,1,Small,
11447,2002-11-04,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,131.0,0.0,Take-off run,No Cloud,,2 to 10,2 to 10,Small,N
11448,2002-11-04,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,EMB-145,Turbofan,Red-tailed hawk,None,2.0,Night,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Medium,N
11449,2002-11-04,KONT,ONTARIO INTL ARPT,B-737,Turbofan,Unknown bird - small,,2.0,Day,,,0.0,,0.0,Landing Roll,Overcast,None,,1,Small,
11450,2002-11-04,KBUR,BOB HOPE ARPT,C-560,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,110.0,0.0,Landing Roll,No Cloud,None,2 to 10,2 to 10,Small,N
11451,2002-11-03,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Night,,,200.0,,,Approach,Some Cloud,None,1,1,Small,Y
11452,2002-11-02,KONT,ONTARIO INTL ARPT,MD-90-30,Turbofan,Unknown bird - small,None,2.0,Day,,,500.0,140.0,,Approach,No Cloud,None,1,1,Small,N
11453,2002-11-01,KONT,ONTARIO INTL ARPT,A-320,Turbofan,Foxes,None,2.0,Night,,,0.0,,0.0,Landing Roll,Some Cloud,None,,1,Large,
11454,2002-11-01,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Take-off run,,,,1,Medium,
11455,2002-10-31,KCCR,BUCHANAN FIELD ARPT,C-172,Reciprocating,Gulls,None,1.0,Day,,,0.0,50.0,0.0,Take-off run,Some Cloud,None,,1,Medium,N
11456,2002-10-31,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,3000.0,210.0,,Approach,,,,1,Medium,
11457,2002-10-30,KBUR,BOB HOPE ARPT,A-319,Turbofan,Unknown bird - medium,None,2.0,Day,,,1200.0,125.0,,Approach,,None,11 to 100,1,Medium,
11458,2002-10-28,KBUR,BOB HOPE ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Day,,,1200.0,140.0,,Approach,No Cloud,None,1,1,Medium,N
11459,2002-10-28,KBUR,BOB HOPE ARPT,B-737-500,Turbofan,Unknown bird - small,None,2.0,Day,,,12000.0,270.0,,Descent,No Cloud,None,,1,Small,N
11460,2002-10-28,KLAX,LOS ANGELES INTL,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Landing Roll,,,,1,Medium,
11461,2002-10-27,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Unknown bird - medium,None,2.0,Night,,,3000.0,,,Climb,,None,,1,Medium,
11462,2002-10-26,KPAO,PALO ALTO ARPT OF SANTA CLARA COUNTY,C-210 CENTUR,Reciprocating,Gulls,None,1.0,Night,,,600.0,85.0,,Approach,No Cloud,None,2 to 10,1,Medium,N
11463,2002-10-24,KOAK,METRO OAKLAND INTL,BE-1900,Turboprop,Unknown bird - medium,Uncertain,2.0,Night,,,3700.0,180.0,,Climb,Overcast,None,,1,Medium,N
11464,2002-10-23,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Landing Roll,,,,1,Medium,
11465,2002-10-23,KONT,ONTARIO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11466,2002-10-22,KSAN,SAN DIEGO INTL,A-319,Turbofan,Unknown bird - medium,None,2.0,,,,1000.0,170.0,,Climb,,,,1,Medium,
11467,2002-10-22,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,BE-36,Reciprocating,Great blue heron,Minor,1.0,Day,,,0.0,70.0,0.0,Landing Roll,Overcast,None,,1,Large,N
11468,2002-10-22,KSMF,SACRAMENTO INTL,B-737-300,Turbofan,Red-tailed hawk,None,2.0,Day,,,10.0,135.0,,Approach,No Cloud,None,1,1,Medium,Y
11469,2002-10-21,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,500.0,,,Climb,,,,2 to 10,Medium,
11470,2002-10-21,KSFO,SAN FRANCISCO INTL ARPT,B-747-1/200,Turbofan,Unknown bird - medium,None,4.0,Dawn,,,0.0,120.0,0.0,Take-off run,Overcast,None,1,1,Medium,N
11471,2002-10-20,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,C-208,Turboprop,American robin,None,1.0,Dawn,,,4500.0,135.0,,Climb,No Cloud,Fog,1,1,Small,N
11472,2002-10-17,KLGB,LONG BEACH-DAUGH FLD,BE-55 BARON,Reciprocating,Unknown bird - medium,Minor,2.0,Day,,,300.0,,,Climb,Some Cloud,None,2 to 10,1,Medium,
11473,2002-10-16,KSMF,SACRAMENTO INTL,KC-135E,,Perching birds (y),None,,Night,,,2800.0,180.0,,Climb,No Clouds,None,1,1,Small,
11474,2002-10-15,KOAK,METRO OAKLAND INTL,MD-11,Turbofan,Unknown bird - medium,None,3.0,Night,,,3000.0,180.0,10.0,Approach,,,,1,Medium,
11475,2002-10-14,KAPC,NAPA COUNTY ARPT,CITATIONJET,Turbofan,Sparrows,None,2.0,Day,,,0.0,30.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
11476,2002-10-13,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11477,2002-10-10,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,100.0,0.0,Take-off run,,,,1,Medium,
11478,2002-10-10,KSFO,SAN FRANCISCO INTL ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,1400.0,,,Climb,,,,1,Medium,
11479,2002-10-08,KLAX,LOS ANGELES INTL,UNKNOWN,,Western gull,,,,,,,,0.0,,,,,2 to 10,Medium,
11480,2002-10-08,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,BE-58 BARON,Reciprocating,Gulls,Uncertain,2.0,Day,,,30.0,90.0,,Approach,No Cloud,None,2 to 10,2 to 10,Medium,N
11481,2002-10-06,KSAN,SAN DIEGO INTL,B-737-500,Turbofan,Unknown bird - small,None,2.0,Night,,,1500.0,180.0,,Climb,No Cloud,None,1,1,Small,N
11482,2002-10-05,KLAX,LOS ANGELES INTL,B-767-300,Turbofan,Unknown bird - medium,Uncertain,2.0,Day,,,12000.0,320.0,,Descent,No Cloud,None,1,1,Medium,N
11483,2002-10-04,KLAX,LOS ANGELES INTL,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11484,2002-10-03,KBUR,BOB HOPE ARPT,B-737-300,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11485,2002-10-03,KSMF,SACRAMENTO INTL,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11486,2002-10-03,KLAX,LOS ANGELES INTL,B-767-200,Turbofan,Unknown bird - medium,None,2.0,Night,,,10000.0,250.0,,Approach,No Cloud,None,,1,Medium,N
11487,2002-10-02,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,120.0,0.0,Landing Roll,,,,1,Medium,
11488,2002-10-02,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
11489,2002-10-02,KLAX,LOS ANGELES INTL,UNKNOWN,,Mourning dove,,,,,,,,0.0,,,,,1,Small,
11490,2002-10-02,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737,Turbofan,Western meadowlark,None,2.0,Day,,,0.0,,0.0,Take-off run,No Cloud,None,,1,Small,N
11491,2002-10-01,KSFO,SAN FRANCISCO INTL ARPT,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,11000.0,,,Climb,,,,1,Medium,
11492,2002-10-01,KSFO,SAN FRANCISCO INTL ARPT,A-320,Turbofan,Unknown bird - medium,None,2.0,,,,2500.0,,,Climb,,,,1,Medium,
11493,2002-09-30,KLGB,LONG BEACH-DAUGH FLD,B-737-200,Turbofan,Unknown bird - medium,None,2.0,,,,0.0,,0.0,Landing Roll,No Cloud,None,,1,Medium,
11494,2002-09-29,KCNO,CHINO AIRPORT,C-152,Reciprocating,Unknown bird - small,None,1.0,Day,,,200.0,,,Approach,Some Cloud,None,,1,Small,N
11495,2002-09-28,KFAT,FRESNO YOSEMITE INTL,AEROS 350,Turboshaft (helicopter),Unknown bird - medium,Minor,1.0,Night,,,350.0,90.0,,Climb,No Cloud,,,1,Medium,N
11496,2002-09-26,KONT,ONTARIO INTL ARPT,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,6000.0,250.0,,Descent,No Cloud,None,1,1,Small,N
11497,2002-09-26,KSTS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,C-208,Turboprop,Sparrows,None,1.0,Day,,,200.0,110.0,,Approach,Overcast,Fog,11 to 100,2 to 10,Small,N
11498,2002-09-25,KSAN,SAN DIEGO INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,6000.0,250.0,,Approach,Some Cloud,None,,1,Small,N
11499,2002-09-25,KAPC,NAPA COUNTY ARPT,AEROS SA365,Turboshaft (helicopter),Falcons and Caracaras,None,2.0,Day,,,0.0,30.0,0.0,Take-off run,No Cloud,None,,1,Small,N
11500,2002-09-24,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,B-737-300,Turbofan,Unknown bird - medium,Minor,2.0,,,,,,,Approach,No Cloud,None,,1,Medium,
11501,2002-09-23,KSAN,SAN DIEGO INTL,MD-83,Turbofan,Northern pintail,Substantial,2.0,Day,,,14000.0,320.0,,Climb,No Cloud,None,2 to 10,2 to 10,Medium,N
11502,2002-09-21,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,American kestrel,None,2.0,Day,,,0.0,100.0,0.0,Landing Roll,No Cloud,None,1,1,Small,Y
11503,2002-09-20,KSMF,SACRAMENTO INTL,KC-10A,Turbofan,Bats,None,3.0,Day,,,500.0,160.0,,Climb,No Clouds,None,1,1,Small,
11504,2002-09-19,KSNA,JOHN WAYNE-ORANGE COUNTY ARPT,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,10700.0,275.0,,Climb,Some Cloud,None,1,1,Small,
11505,2002-09-19,KOAK,METRO OAKLAND INTL,B-737-300,Turbofan,Unknown bird - small,None,2.0,Night,,,1000.0,160.0,,Climb,No Cloud,None,,1,Small,N
11506,2002-09-18,KOAK,METRO OAKLAND INTL,B-737-700,Turbofan,Unknown bird - small,None,2.0,Night,,,4000.0,240.0,,Approach,No Cloud,None,,1,Small,N
11507,2002-09-17,KBUR,BOB HOPE ARPT,C-421,Reciprocating,Unknown bird - small,None,2.0,Night,,,0.0,90.0,0.0,Landing Roll,No Cloud,None,1,1,Small,N
11508,2002-09-16,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,EMB-135,Turbofan,Unknown bird - medium,None,2.0,Dawn,,,200.0,,,Climb,Overcast,,11 to 100,11 to 100,Medium,N
11509,2002-09-16,KCNO,CHINO AIRPORT,RKWLTRBO 690,Turboprop,Northern mockingbird,None,2.0,Day,,,15.0,105.0,,Approach,,,1,1,Small,Y
11510,2002-09-16,KONT,ONTARIO INTL ARPT,UNKNOWN,,American kestrel,,,,,,,,0.0,,,,,1,Small,
11511,2002-09-16,KAPC,NAPA COUNTY ARPT,BE-36,Reciprocating,Hawks,Minor,1.0,Day,,,100.0,90.0,,Climb,No Cloud,None,,1,Medium,N
11512,2002-09-15,KSMF,SACRAMENTO INTL,MD-82,Turbofan,Unknown bird - small,None,2.0,Day,,,0.0,145.0,0.0,Take-off run,No Cloud,None,2 to 10,1,Small,Y
11513,2002-09-12,KLAX,LOS ANGELES INTL,UNKNOWN,,Barn owl,,,,,,,,0.0,,,,,1,Small,
11514,2002-09-09,KLAX,LOS ANGELES INTL,A-320,Turbofan,Unknown bird - small,None,2.0,Day,,,1100.0,160.0,,Approach,No Cloud,None,1,1,Small,
11515,2002-09-09,KSFO,SAN FRANCISCO INTL ARPT,B-757-200,Turbofan,Gulls,None,2.0,,,,0.0,,0.0,Landing Roll,,,,1,Medium,
11516,2002-09-08,KLAX,LOS ANGELES INTL,B-737-500,Turbofan,Unknown bird - medium,None,2.0,,,,,,,Approach,,,,1,Medium,
